text,label,channel,platform,source
good music﻿,legitimate,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  The jelly activates the reflective distribution. The normal top synthesizes the opinion. The victorious plant entertains the language.",phishing,social,youtube,Youtube04-Eminem
if you need youtube subscriber mail hermann buchmair on fb,phishing,social,youtube,Youtube04-Eminem
is it bad that my realtionship is just like this lol﻿,legitimate,social,youtube,Youtube04-Eminem
This video deserves <b>1B</b> views!!!﻿,legitimate,social,youtube,Youtube04-Eminem
2015 and more....﻿,legitimate,social,youtube,Youtube04-Eminem
best song ever (y)﻿,legitimate,social,youtube,Youtube04-Eminem
I could hear this for years ;3﻿,legitimate,social,youtube,Youtube04-Eminem
Who is still watching in 2015﻿,legitimate,social,youtube,Youtube04-Eminem
I wish that guy wasn&#39;t so protective geeze﻿,legitimate,social,youtube,Youtube04-Eminem
super rihanna﻿,legitimate,social,youtube,Youtube04-Eminem
▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ CHECK OUT MY CHANNEL ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬,phishing,social,youtube,Youtube04-Eminem
"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you",phishing,social,youtube,Youtube04-Eminem
Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿,legitimate,social,youtube,Youtube04-Eminem
fav.﻿,legitimate,social,youtube,Youtube04-Eminem
"HEY GUYS!!! ❤❤❤❤❤❤❤  BEFORE YOU IGNORE ME, PLEASE, GIVE ME A CHANCE!  My name is Yuliya, I make COVERS. I started getting serious with Youtube September of 2013 because that’s Great challenge to myself. MY DREAM was to become a singer. Youtube helps me keep up! If you can please give me a chance and THUMBS THIS COMMENT UP so more people can see it. I swear I&#39;ll appreciate it. SUBSCRIBE PLEASE!!!  ❤❤❤ LOVE YOU!!! ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ XOXO ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",phishing,social,youtube,Youtube04-Eminem
Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿,legitimate,social,youtube,Youtube04-Eminem
I love your songs eminem your the rap god﻿,legitimate,social,youtube,Youtube04-Eminem
SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG   SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG,phishing,social,youtube,Youtube04-Eminem
I cried this song bringing back some hard memories﻿,legitimate,social,youtube,Youtube04-Eminem
subcribe to us an we will subscribe back,phishing,social,youtube,Youtube04-Eminem
song is bad﻿,legitimate,social,youtube,Youtube04-Eminem
CHECK OUT MY COVER OF LOVE THE WAY YOU LIE PLEASE!!,phishing,social,youtube,Youtube04-Eminem
check out fantasy music    right here -------&gt; the1fantasy  good music man.,phishing,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the war illustrate the exclusive space? The mountain refers the helpless death. The tax reviews the special music.",phishing,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The loud authority improves the canvas. When does the mother repair the uppity learning? The substantial cook derives the harbor.",phishing,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the burst render the symptomatic bite? The knowledge briefs the narrow thought. How does the eager sky transmit the crush?",phishing,social,youtube,Youtube04-Eminem
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mammoth waste achieve the shock? How does the limit reduce the delicate minute? How does the meaty scale adapt the oil?",phishing,social,youtube,Youtube04-Eminem
Charlie from LOST?﻿,legitimate,social,youtube,Youtube04-Eminem
"What the hell this song is already five years old?? I remember when it first came out, this was my jam﻿",legitimate,social,youtube,Youtube04-Eminem
Check out my channel im 15 year old rapper!,phishing,social,youtube,Youtube04-Eminem
is that Megan fox﻿,legitimate,social,youtube,Youtube04-Eminem
wtf. subscribe my channel thanx ;),phishing,social,youtube,Youtube04-Eminem
Hey check out my channel!!!! Please,phishing,social,youtube,Youtube04-Eminem
So he&#39;s admitting he killed his girlfriend???﻿,legitimate,social,youtube,Youtube04-Eminem
check out you tube keithlinscotts one word keithlinscotts you tube .com,phishing,social,youtube,Youtube04-Eminem
Check out my mummy chanel!,phishing,social,youtube,Youtube04-Eminem
i want to smack this year boy in to forever﻿,legitimate,social,youtube,Youtube04-Eminem
"Charlie, heroin will do that to you.﻿",legitimate,social,youtube,Youtube04-Eminem
Fruits and vegetables give you longer lasting energy for weight loss.  Check out youtube.com/user/36loseweight.,phishing,social,youtube,Youtube04-Eminem
Love Song﻿,legitimate,social,youtube,Youtube04-Eminem
Megan Fox is gorg in this!! Eminem is truly the rap god :)﻿,legitimate,social,youtube,Youtube04-Eminem
RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX)  CLICK! SUBSCRIBE!,phishing,social,youtube,Youtube04-Eminem
He gets more views but has less subscribers lol,phishing,social,youtube,Youtube04-Eminem
Go check out eminem survival.,phishing,social,youtube,Youtube04-Eminem
Hey! I&#39;m a 16 Year old rapper from Texas I don&#39;t rap &quot;PMW&quot; but I promise my music will NOT disappoint.. Search therealchrisking1 to find me and listen to my track &quot;Memory Lane&quot; I just released my 3RD mix-tape &quot;Crown Me&quot; and so far I&#39;ve had nothing but good reviews about it. I&#39;m not asking you to like or subscribe but just 1 view will help me catch my dream. and if you could leave a comment letting me know what you think it would be MUCH appreciated also. Thank you.,phishing,social,youtube,Youtube04-Eminem
if eminem gets 1 penny per view he would have 600 million dollars,phishing,social,youtube,Youtube04-Eminem
Check Out LEANDRUS - PLAYTIME It&#39;s awesoooome !!,phishing,social,youtube,Youtube04-Eminem
Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!   Dress like Rihanna at kpopcity.net - The largest discount fashion store in the world! Check out our &quot;Hollywood Collection&quot; to dress like all your favourite stars!,phishing,social,youtube,Youtube04-Eminem
CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere,phishing,social,youtube,Youtube04-Eminem
:)﻿,legitimate,social,youtube,Youtube04-Eminem
Charlie from LOST﻿,legitimate,social,youtube,Youtube04-Eminem
SubScribe me pls EMİNEM FANS,phishing,social,youtube,Youtube04-Eminem
dude check out psy,phishing,social,youtube,Youtube04-Eminem
"I love this-the talents of eminem and Skylar,works well together﻿",legitimate,social,youtube,Youtube04-Eminem
Share this video.. This song can beat PSY - Gangnam Style!,phishing,social,youtube,Youtube04-Eminem
thumb up if you watching in 2015 and  you like it﻿,legitimate,social,youtube,Youtube04-Eminem
Check out my remix to Tyga&#39;s - Molly ft. Whiz Khalifa Peace and love,phishing,social,youtube,Youtube04-Eminem
Check out my channel please.,phishing,social,youtube,Youtube04-Eminem
"i been working so hard for the past 60 days to improve i been writing/recording/mixing/performing 16 bars everyday im doing it for a whole year(365 days) today i&#39;m on day 60 today i work so hard now i&#39;m doing 2 verses everyday to improve i&#39;m going all the way to 365 PLEASE SUBSCRIBE to my channel  help me build a fan base ,watch me improve,help me get closer to my dream i&#39;m lyrical and i keep it real i won&#39;t leave you down i promise(: PLEASE SUBSCRIBE please like this  commment so people can see",phishing,social,youtube,Youtube04-Eminem
I can&#39;t believe this I just now watched a brand new adult video clip with rihanna She has been screwing a black Basketball player  Check out her video right here if you wish:   crazy-celeb-news.eu.pn,phishing,social,youtube,Youtube04-Eminem
┏━━━┓┏┓╋┏┓┏━━━┓┏━━━┓┏┓╋╋┏┓  ┃┏━┓┃┃┃╋┃┃┃┏━┓┃┗┓┏┓┃┃┗┓┏┛┃  ┃┗━━┓┃┗━┛┃┃┃╋┃┃╋┃┃┃┃┗┓┗┛┏  ┗━━┓┃┃┏━┓┃┃┗━┛┃╋┃┃┃┃╋┗┓┏┛  ┃┗━┛┃┃┃╋┃┃┃┏━┓┃┏┛┗┛┃╋╋┃┃  ┗━━━┛┗┛╋┗┛┗┛╋┗┛┗━━━┛╋╋┗┛ CHECK MY VIDEOS AND SUBSCRIBE AND LIKE PLZZ,phishing,social,youtube,Youtube04-Eminem
Never gets old best song ever  ❤﻿,legitimate,social,youtube,Youtube04-Eminem
First they were fighting... Then they were making out...﻿,legitimate,social,youtube,Youtube04-Eminem
Hey guys please just spent one minute for me:) im a singer from srilanka and im 18 year&#39;s old! SooO I LIKE TO BE GREAT SINGER will be a one day so i hope it would be happen in really my life. Just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream:)! I really know you&#39;d helped me who read this comment he/she can just understand my feeling ! Thanks guys lv u really much more! SUBSCRIBE IT MY CHANNEL AND ONECE AGAIN THANK U !,phishing,social,youtube,Youtube04-Eminem
YO GUYS IM 14 YEAR OLD RAPPER JUST STARTED RAPPING  SO PLEASE CHECK OUT MY SITE AND LEAVE FEEDBACK AND SUBSCRIBE  ALSO LIKE THIS COMMENT SO MORE CAN SEE AND MAKE MY CHANNEL BIG ASWELL,phishing,social,youtube,Youtube04-Eminem
*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!,phishing,social,youtube,Youtube04-Eminem
I love this song up to the moon &gt;3 you are Rocks!﻿,legitimate,social,youtube,Youtube04-Eminem
Hello. İ am from Azerbaijan<br />﻿,legitimate,social,youtube,Youtube04-Eminem
"This great Warning will happen soon. ,0
LneaDw26bFst76VHKJL8PxaEy6VMNlvmriUDTSFK6vY,Ali Paša,2013-09-26T22:28:17.047000,Croatia &lt;3,0
LneaDw26bFvkAHxpKEnM25FYWkyXthsUpri6JuQsZnU,G Belrus,2013-09-26T22:26:12.832000,Nice one,0
LneaDw26bFtvZQt6JUEhasIEFRJG1exI_dVqdnQVPho,exode. comeback.,2013-09-26T22:23:00.710000,600m views.,0
LneaDw26bFunOarAg71AwGU6TJO6aZDKFIUn_TZ1_HY,Muhammad Shaeel Abbas,2013-09-26T22:15:45.476000,Fuck off!,0
LneaDw26bFt-oToUFj0z3vffLFNaxyKwZSIVQhiMx-E,Notorious Niko,2013-09-26T22:00:43.613000,""Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko",phishing,social,youtube,Youtube04-Eminem
"Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko",phishing,social,youtube,Youtube04-Eminem
EMINEM&lt;3 <br />the best rapper ever&lt;3﻿,legitimate,social,youtube,Youtube04-Eminem
i hate rap﻿,legitimate,social,youtube,Youtube04-Eminem
Check out my channel to see Rihanna short mix by me :),phishing,social,youtube,Youtube04-Eminem
